dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
scifact,score-minmax,hist_gbdt,regression,raw,0.7194691896438599,0.1754919718791281,False,-0.002959952224045992,0.2548910926019759,0.6800000071525574,-0.022846701415255667,0.01764296316541731,False,,,,
scifact,score-minmax,hist_gbdt,regression,calibrated,0.7357429265975952,0.18307022385136795,True,0.013313875533640385,0.478395058049096,0.6800000071525574,0.0032990728795994073,0.023622694797813888,True,0.016273826360702515,-0.0006096048498875459,0.03312025023624301,False
scifact,score-minmax,hist_gbdt,binary,raw,0.712363600730896,0.08064137235283433,False,-0.010065523907542229,0.19939401066041515,0.6800000071525574,-0.030540628544986247,0.011294099898077547,False,,,,
scifact,score-minmax,hist_gbdt,binary,calibrated,0.7306765913963318,0.16999948357365713,True,0.008247491903603077,0.569580254657769,0.6800000071525574,-0.002424361428711563,0.019605975132435557,False,0.018313013017177582,0.001511511678108946,0.03519606180489063,True
scifact,score-minmax,hist_gbdt,multibin,raw,0.7070122361183167,0.25598570692042366,False,-0.015416841953992844,0.23491762107068584,0.6800000071525574,-0.03557421173900366,0.004791318974457681,False,,,,
scifact,score-minmax,hist_gbdt,multibin,calibrated,0.7359710931777954,0.18691728872386745,True,0.013542006723582745,0.45155555053993507,0.6800000071525574,0.0029433021671138706,0.02498996262438595,True,0.028958847746253014,0.013551105605438351,0.04443573458120226,True
scifact,score-minmax,random_forest,regression,raw,0.7180954813957214,0.09595159727914042,False,-0.004333623219281435,0.23765869867732356,0.6800000071525574,-0.025111031951382756,0.01594298039563,False,,,,
scifact,score-minmax,random_forest,regression,calibrated,0.7336713075637817,0.225721768519522,True,0.011242171749472618,0.5039506142522082,0.6800000071525574,0.0008117826917441562,0.021952912490814918,True,0.015575796365737915,-0.0006537364592077204,0.0332299031317234,False
scifact,score-minmax,random_forest,binary,raw,0.7119714617729187,0.11578203113103037,False,-0.010457590222358704,0.19190761490578684,0.6800000071525574,-0.03193203266710043,0.011005777469836175,False,,,,
scifact,score-minmax,random_forest,binary,calibrated,0.7275150418281555,0.16903910903895447,True,0.005085920915007591,0.5519506248427026,0.6800000071525574,-0.005686842720024288,0.01651014904491603,False,0.015543513000011444,-0.0006920058600371698,0.03120965166017413,False
scifact,score-minmax,random_forest,multibin,raw,0.717186689376831,0.060565554834061855,False,-0.005242476239800453,0.2359533509233845,0.6800000071525574,-0.02462253635749221,0.01434097799938171,False,,,,
scifact,score-minmax,random_forest,multibin,calibrated,0.7304862141609192,0.13082446104017062,True,0.008057113736867905,0.47681480638774826,0.6800000071525574,-0.0025157818337902425,0.01912374352104962,False,0.013299589976668358,-0.0014914971427060662,0.02797569311223924,False
scifact,score-minmax,extra_trees,regression,raw,0.7190449237823486,0.10488253326147697,False,-0.003384178038686514,0.24343070619426377,0.6800000071525574,-0.02340903407894075,0.016176625387743112,False,,,,
scifact,score-minmax,extra_trees,regression,calibrated,0.736286997795105,0.18703229020993803,True,0.0138579485937953,0.52960493032947,0.6800000071525574,0.004161282675340772,0.02390326955355703,True,0.017242126166820526,0.0016907551704207439,0.03349057985469698,True
scifact,score-minmax,extra_trees,binary,raw,0.708730161190033,0.09302625781018557,False,-0.01369904913008213,0.1811425525830226,0.6800000071525574,-0.03524260390549898,0.006924663402605796,False,,,,
scifact,score-minmax,extra_trees,binary,calibrated,0.7276603579521179,0.14810988529558544,True,0.005231237970292568,0.44474074266575003,0.6800000071525574,-0.006700659426860512,0.01688406206667423,False,0.018930286169052124,0.00352783955167979,0.034645991679280994,True
scifact,score-minmax,extra_trees,multibin,raw,0.7184979319572449,0.0857408161274585,False,-0.003931167535483837,0.22624016627737914,0.6800000071525574,-0.024209667555987836,0.016315914550796146,False,,,,
scifact,score-minmax,extra_trees,multibin,calibrated,0.7348313927650452,0.23205961788212637,True,0.012402272783219814,0.5076296249289571,0.6800000071525574,0.0013576539262430743,0.02454178747721016,True,0.016333438456058502,0.00033214131835848095,0.03270338075235485,True
scifact,score-minmax,elasticnet,regression,raw,0.7201076745986938,0.14874718605327314,False,-0.0023214740213006735,0.212144206000276,0.6800000071525574,-0.022161065274849533,0.01856601694598793,False,,,,
scifact,score-minmax,elasticnet,regression,calibrated,0.7285934090614319,0.0,True,0.006164271384477615,0.46000000834465027,0.6800000071525574,-0.004650829348247498,0.017956973379477856,False,0.008485744707286358,-0.005660886538680643,0.021870831912383436,False
scifact,score-minmax,logreg,binary,raw,0.7297666072845459,1.1102230246251565e-16,True,0.007337546441704035,0.43062902100801176,0.6800000071525574,-0.0047283984837122265,0.019738779775798316,False,,,,
scifact,score-minmax,logreg,binary,calibrated,0.7285934090614319,0.0,True,0.006164271384477615,0.46000000834465027,0.6800000071525574,-0.004650829348247498,0.017956973379477856,False,-0.001173274009488523,-0.0038527215947397053,0.0014372667967109001,False
scifact,score-minmax,logreg,multibin,raw,0.7299212217330933,0.0,True,0.0074921404011547565,0.4546944827137994,0.6800000071525574,-0.0033643297851085664,0.019650531234219667,False,,,,
scifact,score-minmax,logreg,multibin,calibrated,0.7329224944114685,0.17079316429405955,True,0.010493400506675243,0.3981234543853336,0.6800000071525574,-0.002220663079060614,0.02436661566607654,False,0.003001260804012418,-0.0061812216183170674,0.012053136131726204,False
