dataset,fusion,family,framing,rule,dev_ndcg,pred_std,beats_constant,vs_constant,pred_mean,alpha_const,vs_constant_ci_lo,vs_constant_ci_hi,sig_vs_constant,cal_minus_raw,cal_vs_raw_ci_lo,cal_vs_raw_ci_hi,sig_cal_vs_raw
scifact,score-minmax,reference,constant,-,0.7224291563034058,0.0,False,0.0,,,,,,,,,
scifact,score-minmax,reference,oracle,-,0.7852974534034729,0.0,True,0.06286829710006714,,,,,,,,,
scifact,score-minmax,lightgbm,regression,raw,0.7160148620605469,0.1173065580646927,False,-0.006414283532649279,0.22566685523137045,0.6800000071525574,-0.02686460819095373,0.013720544544048602,False,,,,
scifact,score-minmax,lightgbm,regression,calibrated,0.7351015210151672,0.1425144209939767,True,0.012672467157244682,0.583753087417579,0.6800000071525574,0.0031843334436416626,0.02268341602757573,True,0.019086750224232674,0.002133152837632224,0.03492428632453084,True
scifact,score-minmax,lightgbm,binary,raw,0.7104017734527588,0.05782757963745395,False,-0.012027363292872906,0.19140921664463031,0.6800000071525574,-0.03272103946655989,0.00904073189012706,False,,,,
scifact,score-minmax,lightgbm,binary,calibrated,0.7307214140892029,0.15740261162555877,True,0.008292263373732567,0.44851851088029365,0.6800000071525574,-0.004321474966127425,0.02122236732393503,False,0.020319627597928047,0.005318916658870876,0.035189146734774114,True
scifact,score-minmax,lightgbm,multibin,raw,0.7153760194778442,0.10612815252652281,False,-0.007053081877529621,0.20351966363119744,0.6800000071525574,-0.027434336254373193,0.012948799622245133,False,,,,
scifact,score-minmax,lightgbm,multibin,calibrated,0.7332135438919067,0.16541587813624492,True,0.010784385725855827,0.44074074118225665,0.6800000071525574,-0.0003935350381652824,0.021720292465761303,False,0.017837468534708023,0.002248436899390072,0.03472396908327937,True
scifact,score-minmax,xgboost,regression,raw,0.7172654271125793,0.1424167028964603,False,-0.0051637557335197926,0.23943815846915967,0.6800000071525574,-0.02527110232040286,0.014969632728025317,False,,,,
scifact,score-minmax,xgboost,regression,calibrated,0.73237544298172,0.14745081127263923,True,0.009946341626346111,0.5513086455103792,0.6800000071525574,0.00011063899692089781,0.020247557386755943,True,0.015110093168914318,-0.0016769029811257493,0.03093583830632269,False
scifact,score-minmax,xgboost,binary,raw,0.7109814882278442,0.0,False,-0.011447679251432419,0.2412644922733307,0.6800000071525574,-0.03123318268917501,0.007933726953342556,False,,,,
scifact,score-minmax,xgboost,binary,calibrated,0.7285934090614319,0.0,True,0.006164271384477615,0.46000000834465027,0.6800000071525574,-0.004650829348247498,0.017956973379477856,False,0.017611950635910034,0.004357457126025111,0.030681500490754843,True
scifact,score-minmax,xgboost,multibin,raw,0.7320989966392517,0.02609497607267839,True,0.009669848717749119,0.4088406930735082,0.6800000071525574,-0.003365920420037582,0.02290480560623109,False,,,,
scifact,score-minmax,xgboost,multibin,calibrated,0.7324028015136719,0.16769212947167259,True,0.009973756037652493,0.5492345623028131,0.6800000071525574,0.00037155017998884447,0.0204629635438323,True,0.00030390862957574427,-0.010484848590567707,0.00970721689518541,False
