dataset,qid,alpha,oracle_ndcg,bm25_ndcg,dense_ndcg,n_rel
nfcorpus,PLAIN-2375,0.0,0.0,0.0,0.0,2
nfcorpus,PLAIN-2386,0.0,0.4238869980483925,0.0,0.4238869980483925,19
nfcorpus,PLAIN-2396,0.0,0.0,0.0,0.0,18
nfcorpus,PLAIN-2408,0.0,0.13293679993620877,0.0,0.13293679993620877,5
nfcorpus,PLAIN-2430,0.0,0.4759618120644238,0.30204884416045996,0.4759618120644238,46
nfcorpus,PLAIN-2440,0.0,0.024647523009140075,0.0,0.024647523009140075,21
nfcorpus,PLAIN-2450,0.02,0.3012856153443309,0.24560952304021602,0.30051782255557113,38
nfcorpus,PLAIN-2460,0.05,0.5875718379932651,0.2464552790587537,0.5532135460171677,31
nfcorpus,PLAIN-2470,0.36,0.5195833165053411,0.42888889717399936,0.5088739059807676,73
nfcorpus,PLAIN-2480,0.29,0.5585692706557345,0.27847282487419966,0.4635609479690059,18
nfcorpus,PLAIN-2490,0.96,0.4748285260222659,0.45321994368595414,0.16900154420163044,23
nfcorpus,PLAIN-2500,0.04,0.6665164583455718,0.2080374256678468,0.6283399834318275,7
nfcorpus,PLAIN-2510,0.5,0.7475675853792235,0.683442345355402,0.6865411583629991,46
nfcorpus,PLAIN-2520,0.56,0.14994928146103267,0.13908863185796855,0.062364769091203386,73
nfcorpus,PLAIN-2530,0.09,0.6249351310905326,0.5827488584621778,0.6189081863541505,72
nfcorpus,PLAIN-2540,0.5,0.63787431967624,0.36378702961633574,0.4223248003402932,21
nfcorpus,PLAIN-2550,0.15,0.21715371992141713,0.114910257425684,0.19370225519384993,25
nfcorpus,PLAIN-2560,0.5,0.868186747883562,0.8491166606190635,0.8598519861000681,21
nfcorpus,PLAIN-2570,0.52,0.28571814019733144,0.19257906760389712,0.14989216956398876,40
nfcorpus,PLAIN-2580,0.81,0.35088600014202653,0.3017913449554183,0.2575630800962471,23
nfcorpus,PLAIN-2590,0.12,0.24693839791262667,0.08349177981407123,0.23140528621866818,63
nfcorpus,PLAIN-2600,0.06,0.7641818098564112,0.6852512400561295,0.7502421741674448,10
nfcorpus,PLAIN-2610,0.0,0.4974827158204955,0.1634288312415898,0.4974827158204955,61
nfcorpus,PLAIN-2620,0.74,0.42772070592844835,0.3785870784111876,0.2142106295494916,55
nfcorpus,PLAIN-2630,0.46,0.532719963546637,0.45371419954422465,0.4852429986371753,48
nfcorpus,PLAIN-2640,0.08,0.5917017226446092,0.5493830656026141,0.5882454528495433,48
nfcorpus,PLAIN-2650,0.12,0.6540532640083466,0.5804775053728735,0.6418231054686643,29
nfcorpus,PLAIN-2660,0.17,0.42899871970285325,0.19649001559698176,0.3748870604780598,27
nfcorpus,PLAIN-2670,0.99,0.3230645971031505,0.3230645971031505,0.29714283395702784,35
nfcorpus,PLAIN-2680,0.86,0.5940979814821957,0.5906840931190414,0.30906651398097046,14
nfcorpus,PLAIN-2690,0.03,0.582100607869445,0.25082278017445814,0.5758435347283724,43
nfcorpus,PLAIN-2700,0.0,0.8452009042315165,0.19327292846538108,0.8452009042315165,10
nfcorpus,PLAIN-2710,0.0,0.5887025881773061,0.45981607381597844,0.5887025881773061,21
nfcorpus,PLAIN-2720,0.45,0.34620185623527056,0.18901389440046049,0.26283973016878837,36
nfcorpus,PLAIN-2730,0.13,0.6611912844753366,0.3640073785956698,0.6545238589743116,29
nfcorpus,PLAIN-2740,0.33,0.5240079996788377,0.37626935362945463,0.5198660166475412,50
nfcorpus,PLAIN-2750,0.02,0.5371083840395626,0.4577371055364361,0.5358748828205214,59
nfcorpus,PLAIN-2760,0.0,0.4702199443548266,0.0,0.4702199443548266,8
nfcorpus,PLAIN-2770,0.48,0.5769828682708437,0.5554567904146219,0.4179961866307183,41
nfcorpus,PLAIN-2780,0.0,0.5115173696035222,0.38764942832707233,0.5115173696035222,22
nfcorpus,PLAIN-2790,0.04,0.561937850943117,0.4201318734701397,0.560014066469528,59
nfcorpus,PLAIN-2800,0.99,0.15044265974120136,0.15044265974120136,0.0793193105554144,24
nfcorpus,PLAIN-2810,0.97,0.2071963331528938,0.20705201723528957,0.024344748841798502,8
nfcorpus,PLAIN-2820,0.79,0.17246527494130418,0.14542761671418825,0.1085107394799052,8
nfcorpus,PLAIN-2830,0.3,0.5151862416060319,0.41294501098345204,0.5057822373137222,3
nfcorpus,PLAIN-2840,0.0,0.0,0.0,0.0,17
nfcorpus,PLAIN-2850,0.0,0.5299539726215292,0.0,0.5299539726215292,9
nfcorpus,PLAIN-2860,0.0,1.0,1.0,1.0,2
nfcorpus,PLAIN-2870,0.47,0.06736103609739806,0.03879161480271667,0.04600831152233713,5
nfcorpus,PLAIN-2880,0.0,0.01554072183021041,0.0,0.01554072183021041,17
nfcorpus,PLAIN-2890,0.0,0.13339936564831537,0.0863519869117857,0.13339936564831537,29
nfcorpus,PLAIN-2900,0.19,0.12404684883978236,0.06585107317993238,0.12272615439662549,12
nfcorpus,PLAIN-2910,0.0,0.26925779485484774,0.20746971497080488,0.26925779485484774,15
nfcorpus,PLAIN-2920,0.91,0.04323619102362395,0.04323619102362395,0.0,7
nfcorpus,PLAIN-2930,0.0,0.5590495964751756,0.5061938542496225,0.5590495964751756,14
nfcorpus,PLAIN-2940,0.0,0.17251326925201002,0.015129962678816758,0.17251326925201002,22
nfcorpus,PLAIN-2950,0.0,0.042970003721156946,0.0,0.042970003721156946,2
nfcorpus,PLAIN-2960,0.43,0.35583989829307827,0.3196311965446524,0.19117269861707245,2
nfcorpus,PLAIN-2970,0.0,0.7400891117019531,0.5140844352786125,0.7400891117019531,9
nfcorpus,PLAIN-2981,0.95,0.5880569508488241,0.5880569508488241,0.5321036168710066,7
nfcorpus,PLAIN-2991,0.0,0.3868528072345416,0.3065735963827292,0.3868528072345416,2
nfcorpus,PLAIN-3001,0.13,0.3868528072345416,0.3065735963827292,0.26406812257259094,2
nfcorpus,PLAIN-3014,0.0,0.15256487060115928,0.0,0.15256487060115928,1
nfcorpus,PLAIN-3026,0.09,0.6309297535714574,0.21274605355336318,0.3154648767857287,1
nfcorpus,PLAIN-3037,0.0,0.23139897796625067,0.0,0.23139897796625067,4
nfcorpus,PLAIN-3053,0.91,0.7653606369886218,0.7653606369886218,0.5480935150487947,3
nfcorpus,PLAIN-3063,0.0,0.17118725829477308,0.06090751116319715,0.17118725829477308,4
nfcorpus,PLAIN-3074,0.0,1.0,1.0,1.0,1
nfcorpus,PLAIN-3085,0.03,0.44158011035778233,0.21408321118429255,0.42278983440665036,2
nfcorpus,PLAIN-3097,0.34,0.6793029283877718,0.6172818217485428,0.6483123935237353,4
nfcorpus,PLAIN-3116,0.0,0.0,0.0,0.0,1
nfcorpus,PLAIN-3131,0.96,0.5880668827297201,0.5845758100851445,0.482679956020965,6
nfcorpus,PLAIN-3141,0.39,0.1610569840154758,0.1291822352996813,0.12369772290082484,34
nfcorpus,PLAIN-3151,0.33,0.5693499881307428,0.3252443761439939,0.5481101630096492,18
nfcorpus,PLAIN-3161,0.51,0.4440806211598307,0.42078658554826665,0.39993134183975343,43
nfcorpus,PLAIN-3171,0.71,0.23070716740956948,0.19647172685472766,0.11476016543368074,34
nfcorpus,PLAIN-3181,0.46,0.07758230908055537,0.058473812409560844,0.048843957065414806,27
nfcorpus,PLAIN-3191,0.84,0.5102362345845585,0.47445239182433696,0.2263066025644013,16
nfcorpus,PLAIN-3201,0.1,0.3117324669103155,0.18414902155841328,0.21094356206154088,32
nfcorpus,PLAIN-3211,0.0,0.024246479772449016,0.0,0.024246479772449016,18
nfcorpus,PLAIN-3221,0.44,0.12537721989901965,0.09117700412091614,0.11388983480424282,24
nfcorpus,PLAIN-3231,0.0,0.43742197110489583,0.04367369668723571,0.43742197110489583,8
nfcorpus,PLAIN-3241,0.35,0.2270866591035856,0.1031670727095984,0.2151500097503799,29
nfcorpus,PLAIN-3251,0.97,0.11940263691106802,0.11940263691106802,0.0,21
nfcorpus,PLAIN-3261,0.63,0.17809104953067964,0.17809104953067964,0.0,13
nfcorpus,PLAIN-3271,0.0,0.1430040474472656,0.04004462984333268,0.1430040474472656,49
nfcorpus,PLAIN-3281,0.03,0.4044670939117751,0.27627238833692014,0.3090432619912366,26
nfcorpus,PLAIN-3292,0.2,0.5899445767614209,0.4454109959926584,0.5178098187240964,7
nfcorpus,PLAIN-3302,0.35,0.3371733626382124,0.32782054203825545,0.25868067674185286,37
nfcorpus,PLAIN-3312,0.0,0.5251636144795725,0.2415506665051316,0.5251636144795725,13
nfcorpus,PLAIN-3322,0.08,0.19289943711234586,0.07311662935957434,0.1855865833551067,79
nfcorpus,PLAIN-3332,0.21,0.8667782836734395,0.5657119160746813,0.7719788883507015,14
nfcorpus,PLAIN-3342,0.97,0.8739415100896554,0.8739415100896554,0.6049306994552043,3
nfcorpus,PLAIN-3352,0.02,0.3877345260442557,0.12717668797528855,0.3095486082630746,39
nfcorpus,PLAIN-3362,0.97,0.6346734456340342,0.6346734456340342,0.1598183885928189,11
nfcorpus,PLAIN-3372,0.3,0.24457228214472654,0.15720758432607046,0.2433536042020331,14
nfcorpus,PLAIN-3382,0.0,0.6163102234728282,0.25076987974597337,0.6163102234728282,14
nfcorpus,PLAIN-3392,0.84,0.08269735938539108,0.06286491540921087,0.052813942171258954,23
nfcorpus,PLAIN-3402,0.14,0.08699259362311619,0.03791353764348012,0.0734931808360235,14
nfcorpus,PLAIN-3412,0.4,0.26391459155919367,0.18085287514130124,0.2520625815233484,49
nfcorpus,PLAIN-3422,0.82,0.32906387803483084,0.2890863935857638,0.28091208489044267,31
nfcorpus,PLAIN-3432,0.96,0.21554491236568743,0.21172110744277228,0.12774310479485187,42
nfcorpus,PLAIN-3442,0.0,0.02374130352999449,0.023331845127621556,0.02374130352999449,29
nfcorpus,PLAIN-3452,0.87,0.5357731566194688,0.5325867906497406,0.2911162914347327,17
nfcorpus,PLAIN-3462,0.47,0.6676389543490888,0.5839316482875507,0.5992749903228224,64
nfcorpus,PLAIN-3472,0.0,0.517662346281526,0.012376092730974626,0.517662346281526,17
