dataset,qid,alpha,oracle_ndcg,bm25_ndcg,dense_ndcg,n_rel
scidocs,78495383450e02c5fe817e408726134b3084905d,0.0,0.3391602052736161,0.3391602052736161,0.3391602052736161,5
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,0.65,0.13170736510569722,0.11869872872283356,0.07984133538066794,5
scidocs,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,0.99,0.07738888769495082,0.07738888769495082,0.0,4
scidocs,3a63667284dc8b9687ed1620406030bfe39af3c9,0.0,0.3391602052736161,0.16958010263680806,0.3391602052736161,5
scidocs,071f47b7bc5830643e31dbed82e0375bf9b26559,0.02,0.9073431136221711,0.7421780229679421,0.890235195578859,4
scidocs,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,0.86,0.7578538996943487,0.7290876621032277,0.43356943368791073,5
scidocs,a65196dfff31425281c690a7f2ca65247147da6b,0.04,0.5111902109568951,0.1171805620291265,0.51086847063126,5
scidocs,a04b5b99f5d9d8748843e870536a4a9f65562012,0.56,0.4276907197815451,0.3812817995376806,0.41464228912634254,5
scidocs,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,0.12,0.38052104105274587,0.19855195094871536,0.37121714217695767,5
scidocs,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,0.98,0.13376333551618308,0.13376333551618308,0.0,5
scidocs,648678f1edab0d2139958070744b826d2b24c79e,0.0,0.6295516106099184,0.4298696685294387,0.6295516106099184,5
scidocs,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,0.0,0.3391602052736161,0.10209739512291163,0.3391602052736161,5
scidocs,4715401473dca02ebaa5bdd4d4003705ed91c380,0.07,0.8070599892803632,0.5190232812305806,0.7338739696477371,5
scidocs,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,0.0,0.7270078771532217,0.46277564902397983,0.7270078771532217,4
scidocs,3be10c45163c61dfb9f250412699b3f8cb0ada1d,0.0,0.2241311680613738,0.0684591776394769,0.2241311680613738,5
scidocs,566c89a1ace18f57ac3212e6d62634b501990b31,0.0,0.2538499845744857,0.0,0.2538499845744857,5
scidocs,370fda29c5aaff285311a87824c5f28db33da021,0.0,0.3468928505331151,0.2252009172522131,0.3468928505331151,5
scidocs,6c89453c09abde95d998f5acd244f00519472ee0,0.08,0.3391602052736161,0.14606834984270645,0.21398626473452756,5
scidocs,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,0.24,0.8167769997465626,0.492778371911451,0.5914865440652559,5
scidocs,714c194a2fc326151b905270558aa137f9f22730,0.0,0.9241293236461586,0.1880297607794354,0.9241293236461586,5
scidocs,c79b88a8d8ba491cead38b431703d84015153a8f,0.0,0.09460634670666435,0.05428363317977833,0.09460634670666435,5
scidocs,b2a20116c0609e23d3adfeaa604500fddca66178,0.0,0.22442371168642505,0.0,0.22442371168642505,5
scidocs,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,0.0,0.3391602052736161,0.0,0.3391602052736161,5
scidocs,281b6888d5df1dddb350fac4e9be5c8272519109,0.0,0.2021336719761064,0.09460634670666435,0.2021336719761064,5
scidocs,0a40663fdcf7c5fb7cfc459693116c41309e7eca,0.26,0.16306552434614127,0.06289692884934815,0.14630511393307258,5
scidocs,8501e330d78391f4e690886a8eb8fac867704ea6,0.16,0.4126951825865828,0.22285910544067475,0.3356909768013276,5
scidocs,beac53e8074b4822943a3374ff5e9fed98a891b8,0.0,0.2001366809542687,0.0,0.2001366809542687,5
scidocs,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,0.0,0.6063477417690555,0.06175696970122604,0.6063477417690555,5
scidocs,7db20fcc1d71edc32c365f145148d24b9f1427a5,0.03,0.44319404555298203,0.3184793028280921,0.43686644227911936,5
scidocs,335ad0ff82c728aca99fb0059c607cb18129526f,0.0,0.535285556564845,0.0,0.535285556564845,5
scidocs,04e4034344bda5c97015ea634e6eb1b65ef3a898,0.72,0.40589770239160367,0.3343009161206305,0.3861779829372746,5
scidocs,271a4077c037b86fb7daf6bff3e66682322ff7d7,0.0,0.05291613643994604,0.0,0.05291613643994604,5
scidocs,3d23666c6d97d6ba3c86044d83c697821084bed6,0.0,0.08479005131840403,0.0,0.08479005131840403,5
scidocs,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,0.0,0.08297572808511901,0.0,0.08297572808511901,5
scidocs,191ea925c2115755b44380c99d84f4a1099b4dcd,0.68,0.26579571817231074,0.18881095217918603,0.25389793649281306,5
scidocs,458f1428273254fc5dd399f3c104f507680ddd54,0.0,0.292460547005634,0.14606834984270645,0.292460547005634,5
scidocs,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,0.0,0.3361773878231449,0.0,0.3361773878231449,4
scidocs,84424eee012089dac9414979f0cb1465c97c4408,0.24,0.45221360703148816,0.17425239031722203,0.42597098150954243,5
scidocs,5bb6b779de7929c573f39cd84169cafbd72e5bae,0.93,0.08681077623592635,0.08479005131840403,0.05840183867278569,5
scidocs,7b6652910c5cc0df9ff6bc91912a02e58a742d26,0.0,0.6448004979364766,0.0,0.6448004979364766,5
scidocs,df0ef17f63582603dafb1ac5c489dec1416ecbf4,0.06,0.4412576003965278,0.17462975601345196,0.25866037285504245,5
scidocs,f2d5039b55d626ef5466a80e950bddd5cc1819d4,0.0,0.6952030985730889,0.35123196052836664,0.6952030985730889,5
scidocs,7492683af60d02dbd658acdc61249571f8c20fc8,0.07,0.18705714733899934,0.10801023990797934,0.1861777132924492,5
scidocs,f7f32e86c23a902ac55fba8b8191026f563bec5b,0.39,0.3397230836407301,0.19802799098224802,0.32032017655419753,5
scidocs,a22e737d38a1bc671893a7ed341aba436571097a,0.0,0.30034940573066315,0.05224397413819615,0.30034940573066315,5
scidocs,4b80771429b786ea87740738378ba1eb1504a57f,0.0,0.054793185501041654,0.0,0.054793185501041654,5
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,0.87,0.5585075862632192,0.5585075862632192,0.28148928513316157,4
